Ticker,LONG_COMP_NAME,CIE_DES_BULK
044590 KF Equity,Cheil Tech Co Ltd,
4661561Z FP Equity,Techniconcept,
LLHL MK Equity,Loh & Loh Corp Bhd,
3983108Z DC Equity,Suzlon Energy A/S,
FLXE IN Equity,Flex Engineering Ltd,
4729449Z FP Equity,Chagnaud Construction SAS,
4393545Z IM Equity,Recom Srl/Pieve d'Alpago,
PSCH CP Equity,Prvni Stavebni Chrudim AS,
3783096Z US Equity,Condotte America Inc,
3764260Z US Equity,P Flanigan & Sons Inc,
3775676Z SM Equity,Miesa Ingenieria SL,
4139733Z US Equity,Prince Contracting LLC,
4349485Z IM Equity,Marcora Costruzioni SpA,
4639657Z FP Equity,Icade Societe D Etudes Techniques Et Realisations Hospitalieres,
SPISIZ CH Equity,Siping Sitong City Infrastructure Construction Investment Co Ltd,
4677609Z FP Equity,Creer Promotion,
1503610Z LN Equity,Terence O'Rourke Ltd,
3798084Z LN Equity,John F Hunt Ltd,
1215091Z LN Equity,Viridor Credits Environmental Co,
3716298Z US Equity,Driver Pipeline Co Inc,
4142653Z US Equity,Patriot Engineering and Environmental Inc,
3747704Z SM Equity,Idom Servicios Integrales De Ingenieria SL,
4459745Z ID Equity,Ucd Property Development Co Ltd,
UCP MK Equity,UCP Resources BHD,
4331125Z IM Equity,Hotels Engineering Srl,
4140429Z US Equity,MDM Services Inc,
3942804Z US Equity,Applied Technology & Management Inc,
3769020Z US Equity,DeFoe Corp,
4153797Z US Equity,Aerospace Engineering Spectrum AES Ltd,
4475099Z US Equity,Industrial Contractors Skanska Inc,
4008492Z SS Equity,TTS Port Equipment AB,
4232301Z IM Equity,Research SpA,
3938692Z US Equity,Four Peaks Landscape Management Inc,
4494531Z US Equity,NorthStar Demolition and Remediation Inc,
1139535Z LN Equity,Leighfisher Ltd,
2055675Z LN Equity,Enterprise AOL Ltd,
3946260Z US Equity,Project Associates Inc,
6H2 BU Equity,Holding Co Roads,
4493203Z US Equity,Regulus Group LLC/VA,
3925820Z US Equity,Lee & Ro Inc,
4044917Z NA Equity,Strukton Civiel Projecten BV,
3809472Z SM Equity,Construcciones Ruesma SA,
4523447Z IM Equity,Selex Service Management SpA,
268715Z US Equity,Foley Co,
4717689Z FP Equity,Egis Bdpa SA,
4399313Z NO Equity,Backe Romerike AS,
4787121Z BB Equity,Tempo-Team Projects SA,
3931308Z US Equity,Cshqa PA,
4201865Z IM Equity,IngInsInt - Ingegneria Insediativa Integrata SpA,
4510339Z IM Equity,Net Engineering Srl/Italy,
4485 JP Equity,JTOWER Inc,
HFRZ KS Equity,HFR Inc /Old,
4373921Z SM Equity,Teconma SA,
3732350Z BB Equity,Deckx Algemene Ondernemingen SA,
3939796Z US Equity,Davis Bowen & Friedel Inc,
4306341Z IM Equity,Tecnocad Progetti Srl,
4443865Z NO Equity,Marine Installasjon AS,
4717129Z FP Equity,Fayolle & Fils SADIR,
HIDR PL Equity,Hidroprojecto Engenharia GES,
0259995D FP Equity,Arcour SA,
4358421Z IM Equity,SICEC Engineering & Construction SpA,
4154549Z US Equity,ITA International LLC,
3975708Z DC Equity,Obh Radg Ingenioerer A/S,
4059941Z IM Equity,Cestaro Rossi & C-SpA,
4215017Z IM Equity,Ninive Casseforme Srl,
4154133Z US Equity,Science & Technology Associates Inc,
3805024Z NA Equity,Vink Bouw B.V.,
4633097Z FP Equity,Vectra SASU,
4783193Z FP Equity,SEG-Fayat SASU,
3940220Z US Equity,Ayuda Cos,
4394745Z NO Equity,Sarpsborg Park & Anlegg AS,
TLKB SG Equity,Telefonkabl AD,
4049069Z NA Equity,voestalpine Railpro BV,
4433857Z SS Equity,Benteler Engineering Services AB,
BDC VN Equity,Bach Dang Construction Corp JSC,
1927718Z LN Equity,Ecosecurities Ltd,
4715265Z FP Equity,BETOM Ingenierie SAS,
4143397Z US Equity,Summit Engineering Inc,
1091938Z LN Equity,FTV Proclad International Ltd,
4692057Z FP Equity,LMS Imagine SASU,
064510 KS Equity,Uneco Co Ltd,
4774841Z PL Equity,Geocontrole-Geotecnia e Estruturas de Fundacao SA,
4029997Z NA Equity,Nagtglas Versteeg Inspecties BV,
4166977Z DC Equity,Eltel Networks A/S,
4043437Z NA Equity,Boskalis Offshore BV,
4225869Z IM Equity,Ciesse SpA,
3716962Z US Equity,Moorefield Construction Inc,
KGES RU Equity,Kamgesenergostroy OAO,
1989 JP Equity,Hokuriku Denwa Kouji Co Ltd,
3784532Z US Equity,Posillico Environmental Inc,
4757881Z PL Equity,Engexpor-Consultores de Engenharia SA,
TCV GA Equity,Volos Technical Co,
4701705Z FP Equity,Semeca Environnement SASU,
4661857Z FP Equity,SUD Groupe SAS,
3758720Z US Equity,Plocher Construction Co Inc,
4398897Z NO Equity,Kvenna Emt AS,
4189225Z IM Equity,Italeco Srl,
4659441Z FP Equity,Poyry Environment SA,
4706705Z FP Equity,Igrec Ingenierie SAS,
1515250Z LN Equity,MPB Structures Ltd,
4683993Z FP Equity,Charier TP SAS,
4331453Z IM Equity,Cooprogetti SC,
4142789Z US Equity,Peterson Contractors Inc,
3940468Z US Equity,Enpro Services Inc,
1347090D CH Equity,Tangshan Tongshun Transportation Investment Development Co Ltd,
4003692Z IM Equity,Soimar Srl,
PCINVZ CH Equity,Panjin Construction Investment Development Co Ltd,
4234589Z IM Equity,Simeco Srl,
4349869Z IM Equity,Ferretti International Srl,
4744849Z FP Equity,Ouest Coordination SAS,
4504087Z FP Equity,OTV Sarl,
4685121Z FP Equity,Soc Trifault Travaux Publics SAS,
4029053Z IM Equity,Acque Ingegneria Srl,
4201033Z IM Equity,Fugro Italy SpA,
1378682D CH Equity,Wuxi Huning Metro Huishan Station Investment Development Construction Co Ltd,
4518839Z FP Equity,Eurovia Picardie SASU,
205051Z SS Equity,ABB Metering,
3759236Z SM Equity,Grupo Bertolin SA,
NMK VN Equity,Civil Engineering Construction JSC No 510,
IVR IN Equity,IVRCL Assets & Holdings Ltd,
4151249Z US Equity,Advanced Geoservices Corp,
4741929Z FP Equity,Aker Process Systems SAS,
4501347Z IM Equity,ELC Electroconsult SpA,
3788016Z US Equity,Demolition & Asbestos Removal Inc,
TONLUZ CH Equity,Tonglu Investment Construction Development Group Co Ltd,
RITL IN Equity,Reliance Infratel Ltd,
3945292Z US Equity,Swenson & Associates,
4397873Z NO Equity,EAB Engineering AS,
3109618Z US Equity,Atmospheric and Environmental Research Inc,
CCON IN Equity,C&C Constructions Ltd,
4369017Z SM Equity,Savills Aguirre Newman Arquitectura Barcelona SAU,
4329525Z IM Equity,Tecnogas Srl,
4050173Z SS Equity,Niras Sweden AB,
4251157Z IM Equity,Rcm Costruzioni-Srl,
1345183D CH Equity,Hunan Deshan Construction Investment Co Ltd,
3928260Z US Equity,Building & Earth Sciences Inc,
NNURBZ CH Equity,Nanning Urban Construction Investment & Development Co Ltd,
4044045Z NA Equity,SGS Intron BV,
4446625Z NO Equity,Nli Engineering Oil & Gas AS,
4647825Z FP Equity,Cofely Airport And Logistics Services SA,
4735185Z FP Equity,Soc Travaux Recherche Engineering Spec,
2562634D US Equity,Pernix Group Inc,
3770032Z SM Equity,Adasa Sistemas SA,
4143781Z US Equity,ECM Consultants Inc,
1862 JP Equity,Yokogawa Construction Co Ltd,
4359629Z IM Equity,Globus Srl,
3643663Z US Equity,InterCon Construction Inc,
VFNZ RU Equity,Neftezavodmontazh,
PAE TB Equity,PAE Thailand PCL,
3246347Z PL Equity,Fase-Estudos e Projectos SA/Portugal,
4674409Z FP Equity,Dolcea Gdp Vendome,
4479315Z US Equity,Independence Excavating Inc,
PTEX GA Equity,Pantechniki SA,
RDDTSZ CH Equity,Rudong County Dongtai Social Development Investment LLC,
3947004Z US Equity,Environmental Health & Engineering Inc,
3942036Z US Equity,Prudent Technologies Inc,
4154249Z US Equity,Branch Builds Inc,
4224021Z IM Equity,Isveur Istituto Per Lo Sviluppo Edilizio E Urbanistico SpA,
4768417Z PL Equity,Setilgest-Servicos Tecnicos de Gestao e Engenharia SA,
4689049Z FP Equity,IGN France International,
1334751D CH Equity,Lixin County Urban & Rural Development & Construction Investment Group Co Ltd,
3947252Z US Equity,TAS Environmental Services LP,
1484Z BZ Equity,Via Engenharia SA,
4729361Z FP Equity,LMS France Sarl,
4314381Z IM Equity,GCF Generale Costruzioni Ferroviarie SpA,
3928244Z US Equity,Wright-Pierce,
542009Z BZ Equity,Construtora Queiroz Galvao SA,
4174085Z NA Equity,Eurocommerce Holding BV,
3930028Z US Equity,LG2WB Engineers Inc,
4700241Z FP Equity,Aeteo Construction,
FTSAOZ CH Equity,Beijing Fengtai State-Owned Assets Operation & Management Co Ltd,
3912204Z DC Equity,Jorton A/S,
3645831Z US Equity,CCC Group Inc,
4755081Z PL Equity,Media Burst-Servicos Para Empresas Audiovisuais Sociedade Unipessoal Lda,
EEG NO Equity,Eeg-Henriksen Gruppen AS,
4676865Z FP Equity,Sexer Loyrette Architecture,
4689241Z FP Equity,Conception Etudes Realisations Gestion I,
4672345Z FP Equity,ARRK LCO-Protomoule SASU,
4005644Z IM Equity,Aci Progei SpA Programmazione E Gestione Impianti Ed Immobili,
ENG PL Equity,Engil-Sociedade de Construcao Civil SA,
4165193Z BB Equity,Arcadis Engineering & Consulting SPRL,
4705545Z FP Equity,Ceme Centre Est SASU,
3773572Z US Equity,WM Lyles Co,
8180938Z BZ Equity,Santa Barbara Engenharia SA,
4646009Z FP Equity,ATS Ingenierie SASU,
0746470D CH Equity,Shanghai Fengxian New City Construction Development Co Ltd,
4305333Z IM Equity,Rocksoil SpA,
1931 JP Equity,Nippon Dentsu Co Ltd,
3798356Z SM Equity,Ingenieros Emetres SLP,
3716122Z US Equity,Grover Landscape Services Inc,
JJHUAZ CH Equity,Chongqing Jiangjin Huaxin Asset Management Group Co Ltd,
1279682Z LN Equity,Qualter Hall & Co Ltd,
0211873D BZ Equity,OAS SA,
4410761Z IM Equity,Ecotherm Site Assessment Srl,
4738905Z FP Equity,AREP Ville SASU,
200018 CH Equity,Sino Great Wall Co Ltd,
4153029Z US Equity,Gtc Technology Gp Inc,
4271901Z IM Equity,Environ Italy Srl,
SCIPDZ CH Equity,Shanghai Chemical Industry Park Development Co Ltd,
3964908Z BB Equity,Bureau d'Etudes Greisch SA,
4028117Z IM Equity,CSF Servizi Srl,
0864 KS Equity,Woo Sung Construction Co Ltd,
3933532Z US Equity,Levingston Engineers Inc,
WDCAOZ CH Equity,Weihai Wendeng Urban Property Management and Operation Co Ltd,
LASIA IM Equity,La Sia S.P.A.,
JJCCIZ CH Equity,Jiujiang City Construction Investment Co Ltd,
4664369Z FP Equity,Ateliers 234 SAS,
NYAB FH Equity,NYAB Oyj,
4143477Z US Equity,Buzick Construction Inc,
4013380Z SS Equity,Riba AB,
4715681Z FP Equity,Copibat,
3715722Z US Equity,A/Z Corp,
HUCINZ CH Equity,Huainan Urban Construction Investment Co Ltd,
4150697Z US Equity,Sky Research Inc,
4147489Z US Equity,Savit Corp,
3450 JP Equity,Sato Sangyo Co Ltd,
4021076Z BB Equity,Multi NV,
WXNDDZ CH Equity,Wuxi New Development Group Co Ltd,
4495035Z SS Equity,Etteplan Sweden AB,
3066Q US Equity,MYR Group Inc/Old,
0634210D US Equity,Moving Image Technologies LLC,
4151153Z US Equity,Traffic Planning & Design Inc,
ZEDAIZ CH Equity,Zhucheng Economic Development Investment and Development Co Ltd,
KOVPR CP Equity,Kovoprojekta Brno AS,
4414457Z NO Equity,Apply Oil & Gas AS,
1936 JP Equity,C-Cube Corp,
4775497Z PL Equity,Technoedif-Engenharia SA,
KMAP RU Equity,SZ Kmapzhs AO,
4418945Z IM Equity,Publi Citta' SpA,
3807740Z ID Equity,Michael Mcnamara & Co,
TNRA US Equity,Tenera Inc,
WSM LN Equity,Wellstream Holdings Ltd,
4769081Z PL Equity,Consulgal-Consultores de Engenharia e Gestao SA,
3782696Z US Equity,Strike LLC,
0808421D IN Equity,Talwandi Sabo Power Ltd,
4110355Z IM Equity,Iacobucci HF Aerospace SpA,
4406857Z IM Equity,Integra Srl Ingegneria Tecnologia Gestione Risorse Ambientali,
LIUACZ CH Equity,Lu'an City Construction Investment Co Ltd,
1356760D CH Equity,Xi'an Aerospace City Investment Development Group Co Ltd,
4331821Z IM Equity,URS Italia SpA,
4486523Z US Equity,New River Electrical Corp,
3714335Z US Equity,Graef-USA Inc,
3716378Z US Equity,RM Towill Corp,
PIKE US Equity,Pike Corp,
3713555Z US Equity,Neyer Tiseo & Hindo Ltd,
4716705Z FP Equity,Colas Rail SASU,
4222165Z IM Equity,Technital SpA,
4147425Z US Equity,Eastern Millwork Inc,
6982865Z FP Equity,VINCI Construction France SAS,
TZCICZ CH Equity,Taizhou Urban Construction and Investment Development Group Co Ltd,
JLDGCZ CH Equity,Jiangsu Lianyun Development Group Co Ltd,
3793504Z SM Equity,Revisions De Vehicles SA,
4726881Z FP Equity,Forlumen SAS,
4496931Z SM Equity,Azbil Telstar Projects SA,
1391837D CH Equity,Jiangsu Yinbao Holding Group Co Ltd,
CICSAB1 MM Equity,Carso Infraestructura y Construccion SA de CV,
1896 JP Equity,Obayashi Road Corp,
4678177Z FP Equity,Icade-Arcoda,
4483747Z US Equity,BVH Integrated Services PC,
1649 HK Equity,Inner Mongolia Energy Engineering Co Ltd,
4246365Z IM Equity,Geotec SpA,
3798236Z ID Equity,Mott MacDonald Ireland Ltd,
0173087D CH Equity,Wuhan Metro Group Co Ltd,
3713971Z US Equity,Proprietors Of The Cemetery Of Mount Auburn,
012650 KS Equity,Ssangyong Engineering & Construction Co Ltd,
3693748Z US Equity,Pepper Construction Group LLC,
3706423Z US Equity,Solar Innovations Inc,
4509443Z IM Equity,Ghella SpA,
4516271Z SM Equity,Dragados SA,
4635249Z FP Equity,Halton SAS,
0163828D TI Equity,Calik Enerji Sanayi Ve Ticaret AS,
4359397Z IM Equity,Magna Steyr Italia Srl,
4397017Z NO Equity,Nemo Engineering AS,
1231Z SM Equity,FCC Construccion SA,
4704657Z FP Equity,Boplan Ingenierie SA,
4148705Z US Equity,MG New York Inc,
4656121Z FP Equity,Initiat Develop Durable-ingen Organisat,
TDU PL Equity,Teixeira Duarte - Engenharia Construcoes SA,
3717618Z US Equity,Uskh Inc,
3637775Z SM Equity,Mantenimientos Ayuda a la Explotacion y Servicios SA,
AMY LN Equity,Amey Ltd,
3936420Z US Equity,Consultant Engineering Inc,
0885183D CH Equity,Suzhou Rail Transit Group Co Ltd,
4166625Z LN Equity,Kier Construction Ltd,
3764644Z US Equity,John W Mcdougall Co Inc,
1520Q US Equity,CBI Industries Inc,
3722758Z BB Equity,Entreprises de Montages en General Jean Boutique SA,
4138709Z US Equity,Zumwalt Construction Inc,
JKAHWZ CH Equity,Guangdong Provincial Freeway Co Ltd,
GIBOJZ CH Equity,Guangdong Liantai Group Co Ltd,
3023115Z SM Equity,Idom SA,
1983 JP Equity,Toshiba Plant Systems & Services Corp,
3231514Z LN Equity,Consarc Engineering Ltd,
4655921Z FP Equity,Atelier 4 + Sarl,
4196105Z IM Equity,Tea-Co Tecnologie Elettriche Applicate Concorezzo-SpA,
1829 HK Equity,China Machinery Engineering Corp,
3821696Z ID Equity,Kel-Tech Engineering Waterford Ltd,
1210763D FP Equity,NGE SAS,
4599314Z US Equity,Ls Technologies LLC,
4658153Z FP Equity,Coveris SAS,
1881 JP Equity,Nippo Corp,
SHAW US Equity,CB&I Group Inc,
MRBCHZ CH Equity,Beijing Municipal Road & Bridge Corp Ltd,
BOKA NA Equity,Koninklijke Boskalis BV,
XINOHZ CH Equity,Sinohydro Bureau 7 Co Ltd,
NICIHZ CH Equity,Ningbo Communications Investment Group Co Ltd,
VSTNC NA Equity,VolkerWessels Nederland BV,
3919972Z US Equity,RMC Water and Environment,
0955296D CH Equity,CSCEC Strait Construction & Development Co Ltd,
TEE SP Equity,TEE International Ltd,
3565925Z IM Equity,Salini Costruttori SpA,
4749201Z FP Equity,Polymont Engineering SA,
4494427Z US Equity,Environmental Consulting & Technology Inc,
1088117D IM Equity,Geodata Engineering SpA,
3947644Z US Equity,Enprotec/Hibbs & Todd Inc,
4701481Z FP Equity,ADF Alsace,
CCCCSZ CH Equity,CCCC Second Harbor Engineering Co Ltd,
ZCIGLZ CH Equity,Zhejiang Construction Investment Group Co Ltd/Integrated,
3713399Z US Equity,Commonwealth Technology Inc,
946357Z CH Equity,China Gezhouba Group Corp,
3714735Z US Equity,NV5 Planning & Design Inc,
4645137Z FP Equity,IM Projet SAS,
4635185Z FP Equity,Hydrea SAS,
4670201Z FP Equity,France Maccaferri SASU,
1336380D CH Equity,Zunyi New Zone Construction Installation Co Ltd,
4691545Z FP Equity,Groupe Idec SAS,
1334972D CH Equity,Ziyang Chengxing Construction Co Ltd,
3802316Z LN Equity,Structural Metal Decks Ltd,
4767617Z PL Equity,TPF PLANEGE-Consultores de Engenharia e Gestao SA,
4388969Z NO Equity,Ulstein Design & Solutions AS,
4333949Z IM Equity,Merlo Project Srl,
4139453Z US Equity,Applied Control Engineering Inc,
3706183Z US Equity,Lincoln Contracting & Equipment Co Inc,
3637551Z SM Equity,Cavosa Obras y Proyectos SA,
4243229Z IM Equity,Socotis-SpA,
4761785Z PL Equity,Cimontubo-Tubagens e Soldadura Lda,
2591478Z LN Equity,Portsmouth Aviation Ltd,
1631617D US Equity,Peak Utility Services Group Inc,
4459721Z ID Equity,Winthrop Engineering Ltd,
1831631D IN Equity,Rccl Expressway Pvt Ltd,
4516199Z SM Equity,Masa Servicios SA,
1831629D IN Equity,Vksc Infraprojects Ltd,
4785017Z GR Equity,KEG Konversions-Grundstuecksentwicklungsges mbH,
1813768D IN Equity,PNC Triveni Sangam Highways Pvt Ltd,
4692497Z FP Equity,BRL Ingenierie SACA,
3900274Z US Equity,Kendall/Heaton Associates Inc,
NSRKCZ JP Equity,Nissan Rinkai Construction Co Ltd,
3762660Z US Equity,Murphy-True Inc,
4376121Z SM Equity,Ghenova Ingenieria SL,
4705577Z FP Equity,Entreprise Maurice Thivent SAS,
4313525Z IM Equity,Sviluppo Sistema Fiera SpA,
3710807Z US Equity,Vandervert Construction Inc,
3774556Z US Equity,RMF Engineering Inc,
1738278D CH Equity,Jiangsu Tenghai Investment Holdings Group Co Ltd,
4152861Z US Equity,ENTACT LLC,
1831551D IN Equity,Gawar Narnaul Highway Pvt Ltd,
ESRP FP Equity,ESR SAS,
1341887D CH Equity,Xinyu City Shantytown Zone Reform Investment Co Ltd,
3714151Z US Equity,England Thims & Miller Inc,
4696617Z FP Equity,Eiffage Construction Rhone Loire SAS,
4498099Z NO Equity,Semco Maritime AS,
1811450D CH Equity,Wuhan Jiangong Group Co Ltd,
1813739D IN Equity,Ashoka Karadi Banwara Road Pvt Ltd,
4003612Z IM Equity,Geovest Srl,
SHLTAZ CH Equity,Shanghai Launch Automotive Technical Co Ltd,
4669137Z FP Equity,Parena Ingenierie Creativites Sarl,
1391278D CH Equity,Nanjing Baixia State-owned Asset Operation Co Ltd,
4239221Z IM Equity,Iniziative Industriali Srl,
4153005Z US Equity,Commercial Consolidated Inc,
4373033Z SM Equity,CaixaBank Facilities Management SA,
4210449Z IM Equity,Goppion SpA,
NYKALB DC Equity,Ny Kalkbraenderi AS,
2018327Z LN Equity,Geotechnical Engineering And Marine Surveys Ltd,
4686481Z FP Equity,See4sys SAS,
4328789Z IM Equity,Ambiente Sc,
1459Z BZ Equity,CET Brasil,
4680737Z FP Equity,Nexter Electronics SA,
1395540D IN Equity,Innovador Traders Pvt Ltd,
3767476Z US Equity,James Machine Works LLC,
1396271D CH Equity,Zhuzhou Xinlusong Industrial Development Group Co Ltd,
1834295D IN Equity,Aiipl MU Five Project Pvt Ltd,
1409903D CH Equity,Zhaoqing Guolian Investment Holdings Co Ltd,
1440Z AV Equity,Held & Francke Baugesellschaft mbH,
1144103Z LN Equity,HDR Consulting Ltd,
3708267Z US Equity,Dickson Process Systems LLC,
1160Q LN Equity,Barbour Index PLC,
4153493Z US Equity,Long Industries Inc,
1455592D CH Equity,Kunming Dongjun Real Estate Co Ltd,
STARB SP Equity,Starburst Holdings Ltd,
CRX US Equity,Crss Inc,
2995644Z LN Equity,Farrer Consulting Ltd,
1456298D CH Equity,Qianxinan Prefecture City Construction Investment Co Ltd,
4446417Z NO Equity,Geo Rederi II AS,
4743801Z FP Equity,Hydrokarst SACA,
1833421D CH Equity,Ji'an Chengtou Holding Group Co Ltd,
4297605Z IM Equity,G Franco Longhi Srl,
1638879D IN Equity,Jadcherla Expressways Pvt Ltd,
4476491Z US Equity,Optimation Technology Inc,
1646555D CH Equity,Zhejiang Huzhou Nanxun Economic Construction Development Co Ltd,
1648545D MK Equity,Ark Resources Bhd,
3747840Z SM Equity,Antonio Casado Y Cia SL,
4253125Z IM Equity,Endeco-Engineering Design Construction SpA,
1834866D IN Equity,Mecwel Constructions Pvt Ltd,
COFE RO Equity,Constructii Feroviare Cluj SA Cluj Napoca,
KTECH TB Equity,KTech Construction PCL,
4446945Z NO Equity,Technical Support AS,
1404907D CH Equity,Taizhou Jiangyan Transportation Construction Investment Development Co Ltd,
1409893D CH Equity,Jiangsu Borong Agricultural Development Co Ltd,
1644564D CH Equity,Bozhou Jindi Construction Investment Co Ltd,
4157917Z LN Equity,Churngold Construction Holdings Ltd,
COKZ RO Equity,Constructorul SA Pascani,
1831713D IN Equity,Sadbhav Gadag Highway Pvt Ltd,
COHO RO Equity,Condor SA Dorohoi,
1834403D IN Equity,Bhadja Powertrans Pvt Ltd,
4472519Z IM Equity,General Dynamics Mission Systems Italy,
1834492D IN Equity,Damodar Ropeways & Infra Ltd,
1549650Z LN Equity,Waterman Structures Ltd,
3646783Z US Equity,Mangan Inc,
4702857Z FP Equity,Entreprise Coiro SAS,
