ENO,DEPOSIT_NAME,SYNONYMS,STATE,LONG_GDA94,LAT_GDA94,OPERATING_STATUS,COMMODITY_PRIMARY,COMMODITY_SECONDARY,COMMODITY_NAMES,COMPANIES,PROVINCES,GEOLOGIC_AGE,ENVIRONMENT,GROUP,TYPE,IGNEOUS,SEDIMENTARY,TECTONIC
529299,Hillside,,SA,137.8722,-34.5375,feasibility,"Cu, Au",Fe,"Copper, Gold, (Iron)",Rex Minerals Limited,"Gawler Craton, Olympic Domain",,Magmatic hydrothermal,Epithermal,High-sulfidation (HS) epithermal silver-gold ± Cu,,Stansbury Basin,Olympic Domain
529552,McPhillamys,,NSW,149.3222,-33.4884,mineral deposit,Au,Cu,"Gold, (Copper)",Regis Resources Limited,"Lachlan Orogen, Hill End Trough",,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,Eastern Province
529577,South Woodie Woodie,Tally-Ho,WA,121.2261,-22.3405,mineral deposit,"MnOre, Mn",,"Manganese ore, Manganese",Trek Metals Ltd,,,,,,Warakurna Large Igneous Province,Collier Basin,Pilbara Craton
529756,Carrapateena,,SA,137.4984,-31.2175,operating mine,"Cu, Au","Ag, U3O8","Copper, Gold, (Silver, Uranium oxide)",BHP Group Limited,"Gawler Craton, Olympic Domain",,Regional metasomatic,IOCG,Hematite-dominant IOCG,,Cariewerloo Basin,Olympic Domain
529923,Cobbora,,NSW,149.2507,-32.2203,mineral deposit,Cbl,,Coal - black,"Cobbora Holding Company, Delta Electricity, Eraring Energy, Macquarie Generation",Gunnedah Basin,,,,,,Gunnedah Basin,Eastern Province
529924,Watermark,,NSW,150.375,-31.247,mineral deposit,Cbl,,Coal - black,"China Shenhua Energy Company Limited, Shenhua Group",Gunnedah Basin,,,,,,Gunnedah Basin,Eastern Province
529938,Norwood,,QLD,149.451,-26.154,mineral deposit,Cbl,,Coal - black,"Unnamed Owner, Metro Mining Limited, MetroCoal Ltd",Surat Basin,,,,,,Surat Basin,Anakie Province
529946,MDL 162,,QLD,148.903,-23.437,mineral deposit,Cbl,,Coal - black,"MCG Coal Holdings Pty Ltd., Macarthur Coal",Bowen Basin,,,,,,Bowen Basin,Anakie Province
529951,Mackenzie River,Mackenzie River,QLD,148.476,-23.583,mineral deposit,Cbl,,Coal - black,Stanmore Coal Limited,Bowen Basin,,,,,,Bowen Basin,Anakie Province
529957,Gem,Cloncurry North,QLD,140.2287,-20.269,mineral deposit,"Cu, Au",,"Copper, Gold","Hammer Metals Ltd, Chinalco Yunnan Copper Resources Limited",Mount Isa Orogen,,,,,,,Mary Kathleen Domain
530061,Mid-West (Atlas Iron),,WA,117.6845,-26.944,mineral deposit,Fe,FeOre,"Iron, (Iron ore)",Fenix Resources Limited,Yilgarn Craton,,,,,Warakurna Large Igneous Province,,West Australian Element
530063,Mount Dove (Atlas Iron),,WA,118.461,-20.937,closed,"FeOre, Fe",,"Iron ore, Iron",Atlas Iron Ltd,Pilbara Craton,,,,,Warakurna Large Igneous Province,,Pilbara Craton
530067,Steeple Hill,,WA,122.354,-30.781,mineral deposit,FeOre,Fe,"Iron ore, (Iron)","FairStar Resources Ltd, Fairstar Resources",Yilgarn Craton,,,,,,,West Australian Element
530071,Bellary Springs,,WA,117.933,-23.083,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",Pelican Resources,Pilbara Craton,,,,,Warakurna Large Igneous Province,Fortescue Basin,Pilbara Craton
530073,Yarram,Rum Jungle Project,NT,130.983,-12.983,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",CuFe Ltd,,,,,,,,Pine Creek Orogen
530079,Mount Forrest,"Bulga Downs, Macaw, Paradise Bore, Toucan",WA,119.9633,-28.6734,mineral deposit,FeOre,Fe,"Iron ore, (Iron)","Mindax Limited, Norton Gold Fields Limited",Yilgarn Craton,,,,,,,West Australian Element
530381,Taralga Bauxite Project,,NSW,149.7,-34.4167,mineral deposit,Bx,Al2O3,"Bauxite, (Alumina)",Australian Bauxite Limited,Lachlan Orogen,,,,,,,Eastern Province
530499,Eugenia,,QLD,147.3889,-21.3574,mineral deposit,Au,,Gold,GBM Resources Limited,,,,,,,Drummond Basin,Anakie Province
530912,Maryvale,,QLD,152.084,-28.076,mineral deposit,Cbl,,Coal - black,"Clean Global Energy, Kaili Resources Ltd",Clarence-Moreton Basin,,,,,,Clarence-Moreton Basin,Yarrol Province
531533,Victoria,Red Cap Project,QLD,144.4219,-17.08,historic mine,"Ag, Cu, Au","Zn, Mo","Silver, Copper, Gold, (Zinc, Molybdenum)",Kagara Limited,Mossman Orogen,,,,,,,Mossman Orogen
531537,Montevideo,,QLD,144.2633,-16.9416,historic mine,"Ag, Zn, Cu, Pb",,"Silver, Zinc, Copper, Lead",Kagara Limited,Mossman Orogen,,,,,,,Mossman Orogen
531933,Crunchie,Rannes Project,QLD,150.0781,-24.2087,mineral deposit,"Ag, Au",,"Silver, Gold",SolGold plc,New England Orogen,,,,,,Bowen Basin,Connors-Auburn Province
531950,Spinifex Ridge - hematite (Moly Mines Ltd),,WA,120.1118,-20.8875,closed,"FeOre, Fe",,"Iron ore, Iron",Moly Mines Ltd,Pilbara Craton,,,,,,,Pilbara Craton
532918,Wandoo Bauxite Project,,WA,116.1539,-31.2347,mineral deposit,"Bx, Al2O3",,"Bauxite, Alumina","Alpha Bauxite Pty Ltd, Iron Mountain Mining Limited",Yilgarn Craton,,,,,,,West Australian Element
576331,North Sandalwood,Ora Banda Project,WA,121.0631,-30.3898,historic mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
576333,Sleeping Beauty,Ora Banda Project,WA,121.0497,-30.3724,historic mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
576336,Matts Dam South,Carbine Project,WA,121.0254,-30.5359,mineral deposit,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited",Yilgarn Craton,Archean,unknown,unknown,unknown,,Roe Paleovalley,West Australian Element
576341,Cables,,WA,121.2558,-27.8056,mineral deposit,Au,,Gold,Leopard Resources NL,Yilgarn Craton,Archean,,,,,Carey Paleovalley,West Australian Element
576343,Mission,,WA,121.2653,-27.8008,mineral deposit,Au,,Gold,Leopard Resources NL,Yilgarn Craton,Archean,,,,,Carey Paleovalley,West Australian Element
576401,Kintore,Castle Hill Stage 2,WA,121.0106,-30.5904,historic mine,Au,,Gold,Evolution Mining Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
576405,Castle Hill Stage 1,,WA,121.035,-30.6369,under development,Au,,Gold,Evolution Mining Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
576463,Mount Berghaus,Turner River Gold Field,WA,118.4567,-20.7653,mineral deposit,Au,,Gold,De Grey Mining Limited,,Archean,,,,Warakurna Large Igneous Province,,Pilbara Craton
335228,Mended Hill,,QLD,138.608,-18.7541,historic mine,"Pb, Zn, Ag",,"Lead, Zinc, Silver",,"Mount Isa Orogen, Lawn Hill Platform",Proterozoic,,,,,,Century Domain
334575,Junction Gorge,,WA,119.0014,-22.5627,mineral deposit,Asb,,Asbestos,,Hamersley Basin,,,,,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
333498,Woodsreef,"Asbestos Mine, Mt Fibro, New Industry",NSW,150.738,-30.4031,historic mine,"Mg, Asb, MgO, Mgs",,"Magnesium, Asbestos, Magnesia (magnesium oxide), Magnesite",,New England Orogen,,,,,,,New England Orogen
335387,Pitfield,"Glenfine, Smythesdale",VIC,143.5833,-37.797,historic mine,Au,,Gold,,"Lachlan Orogen, Lachlan Orogen, Bendigo Gold Metallogenic Province",Cenozoic,,,,,,Stawell Zone
333658,Shay Gap,,WA,120.0729,-20.4675,historic mine,"Fe, FeOre",,"Iron, Iron ore",,Pilbara Craton,,,,,,,Pilbara Craton
334243,Pisces,"Caledonia, Curragh North, Jellinbah Station",QLD,148.865,-23.3029,mineral deposit,Cbl,,Coal - black,,Bowen Basin,,,,,,Bowen Basin,Anakie Province
861604,Brilliant,,,119.9691,-26.7173,mineral deposit,Au,,Gold,,,,,,,,,West Australian Element
333943,Inverell,,NSW,151.1511,-29.7953,historic mine,"Sn, SnO2",,"Tin, Tin oxide/cassiterite",,New England Orogen,,,,,,,New England Orogen
334747,Mount Devine,,QLD,139.8322,-20.5456,historic mine,Cu,,Copper,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",Proterozoic,,,,,,Mary Kathleen Domain
334694,Kallanda,,QLD,145.8011,-18.9785,historic mine,Sn,,Tin,,Mossman Orogen,,,,,,,Mossman Orogen
335755,Clunes Goldfield,,VIC,143.783,-37.297,historic mine,Au,,Gold,,"Lachlan Orogen, Lachlan Orogen, Bendigo Gold Metallogenic Province, Bendigo Zone",,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,Bendigo Zone
335629,Andromache River,,QLD,148.26,-20.5669,mineral deposit,Cu,,Copper,,New England Orogen,,,,,,,Connors-Auburn Province
334929,Oraparinna,,SA,138.87,-31.3171,closed,Brt,,Barite,,Delamerian Orogen,,,,,,,South Australian Element
335158,Kingston,,VIC,143.932,-37.3735,mineral deposit,Au,,Gold,,Lachlan Orogen,,,,,,,Bendigo Zone
335949,Hampden,"Block 15, Block 37, Hampden Consols, Hampden Queen",QLD,140.5052,-21.2785,historic mine,"Au, Cu",,"Gold, Copper",,"Mount Isa Orogen, Kuridala-Selwyn Domain, Cloncurry-Selwyn Zone",Proterozoic,Regional metasomatic,Metasomatic iron,Iron sulfide polymetallic,,,Kuridala-Selwyn Domain
334399,True Blue,Esmeralda,QLD,142.2312,-18.1833,historic mine,Au,,Gold,,"Croydon Gold Metallogenic Province, Croydon Province, Georgetown Block",,,,,Croydon Province,,North Australian Element
334061,Christmas Creek,Chichester Ranges,WA,119.759,-22.3762,operating mine,FeOre,Fe,"Iron ore, (Iron)",,Pilbara Craton,,,,,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
866029,Fingal Rail,,,147.5076,-41.8253,under development,"Bx, Hem, FeOre, TiO2, Al2O3, Fe",,"Bauxite, Hematite, Iron ore, Titanium dioxide, Alumina, Iron",,,,,,,,Tasmania Basin,Melbourne-Mathinna Zone
455555,Martins Well 2,,SA,139.2163,-31.5117,historic mine,Mn,,Manganese,,Delamerian Orogen,,,,,,Arrowie Basin,South Australian Element
333442,Long Gully,,VIC,143.7465,-37.0867,mineral deposit,Au,,Gold,,Lachlan Orogen,,,,,,,Bendigo Zone
335898,BHP Yandi,"Eastern, Marillana Creek, Yandicoogina",WA,119.1033,-22.7348,operating mine,FeOre,Fe,"Iron ore, (Iron)",,Hamersley Basin,Cenozoic,,,,Warakurna Large Igneous Province,Yandicoogina Paleovalley,Pilbara Craton
334854,Beenup,,WA,115.2643,-34.2351,historic mine,"Ilm, Leu",Zrn,"Ilmenite, Leucoxene, (Zircon)",,Perth Basin,,Erosional,Placer,Heavy mineral sands,,Vasse Shelf,Leeuwin Province
334103,Bredbo,,NSW,149.1512,-35.9453,mineral deposit,Au,,Gold,,Lachlan Orogen,Paleozoic,,,,,,Eastern Province
333521,Sefton Park,,QLD,150.5844,-26.7869,mineral deposit,Cbl,,Coal - black,,Surat Basin,Mesozoic,,,,,Surat Basin,Connors-Auburn Province
334217,Noddy Creek,,TAS,145.4014,-42.4289,mineral deposit,Asb,,Asbestos,,Delamerian Orogen,,,,,,Thylacine Province,Delamerian Orogen
334137,Western Strands,,NSW,142.85,-33.49,mineral deposit,"Zrn, Rt, Ilm, Leu",,"Zircon, Rutile, Ilmenite, Leucoxene",,Murray Basin,,Erosional,Placer,Heavy mineral sands,,Murray Basin,Stawell Zone
335332,Little Bygoo,,NSW,146.8315,-34.2677,historic mine,Sn,,Tin,,Lachlan Orogen,,,,,,,Central NSW - Omeo Province
335970,Queen of Creation,,WA,122.3956,-28.1572,mineral deposit,Au,,Gold,,Yilgarn Craton,,unknown,unknown,unknown,,,West Australian Element
334704,Tent Hill,,NSW,151.6677,-29.4286,historic mine,Sn,,Tin,,New England Orogen,,,,,,,New England Orogen
333441,Mount Korong,,WA,121.9656,-28.6363,mineral deposit,Au,,Gold,,Yilgarn Craton,,,,,,,West Australian Element
334761,Fine Flower,Gordon Brook,NSW,152.6344,-29.4286,mineral deposit,Fe,,Iron,,New England Orogen,,,,,,,New England Orogen
335772,Straight Eight,,QLD,140.5462,-21.2605,historic mine,Cu,,Copper,,"Mount Isa Orogen, Cloncurry-Selwyn Zone",Proterozoic,,,,,,Doherty - Fig Tree Gully Domain
333409,O.P.,Proxham Park,QLD,139.0852,-19.3646,historic mine,Cu,,Copper,,"Mount Isa Orogen, Lawn Hill Platform",Proterozoic,,,,,,Mount Isa Orogen
606529,Stockpiles,,QLD,139.0452,-19.7731,mineral deposit,Cu,,Copper,,,,,,,,,Mount Isa Orogen
454693,Marshall Pool  (magnesite),,WA,120.9834,-28.3195,mineral deposit,Mg,,Magnesium,,,,,,,,,West Australian Element
334748,Mount Lindsay,,QLD,140.0552,-20.8056,historic mine,Cu,,Copper,,"Mount Isa Orogen, Mary Kathleen Zone",Proterozoic,,,,,,Mary Kathleen Domain
334827,Mount Taylor,Kingston,QLD,153.1139,-27.661,historic mine,Au,,Gold,,"New England Orogen, Gympie Gold Province, Gympie Province",Paleozoic,,,,,,New England Orogen
333413,Durham,,QLD,143.4742,-18.2861,historic mine,"Pb, Au, Ag",,"Lead, Gold, Silver",,"Etheridge Gold Metallogenic Province, Georgetown Block",Paleozoic,,,,,Etheridge Province,North Australian Element
335167,Yambulla,,NSW,149.5845,-37.1453,mineral deposit,Au,,Gold,,Lachlan Orogen,,Magmatic hydrothermal,Intrusion-related,,,,Mallacoota Zone
334774,Laverton Downs,,WA,122.4181,-28.446,mineral deposit,Au,,Gold,,Yilgarn Craton,,,,,,,West Australian Element
336167,Hamersley Gorge,,WA,119.8994,-33.9085,mineral deposit,Mn,MnOre,"Manganese, (Manganese ore)",,,,,,,,,Northern Foreland
333777,Anduramba,,QLD,152.1079,-27.1409,mineral deposit,"Mo, Ag, Cu",,"Molybdenum, Silver, Copper",,New England Orogen,,,,,,,New England Orogen
335348,Broken Hill - North,,NSW,141.4513,-31.9655,mineral deposit,"Zn, Pb, Ag","Au, Cu","Zinc, Lead, Silver, (Gold, Copper)",,Curnamona Province,,,,,,,Curnamona Province
335245,Copper Blow,,NSW,141.4846,-29.9955,mineral deposit,"Au, Cu",,"Gold, Copper",,Delamerian Orogen,Proterozoic,,,,,Lake Eyre Basin,Delamerian Orogen
335630,Baryulgil,,NSW,152.588,-29.2328,historic mine,Asb,,Asbestos,,New England Orogen,,,,,,,New England Orogen
334657,Labour Victory,,QLD,140.4662,-21.4445,historic mine,"Cu, Au",,"Copper, Gold",,"Mount Isa Orogen, Cloncurry-Selwyn Zone",Proterozoic,,,,,,Kuridala-Selwyn Domain
333646,Christmas,,WA,121.2425,-30.7167,mineral deposit,Au,,Gold,,Yilgarn Craton,,,,,,Roe Paleovalley,West Australian Element
519414,Mighty Splash,,WA,121.6944,-28.6989,mineral deposit,Au,,Gold,,Yilgarn Craton,,,,,,,West Australian Element
335843,Cape Bougainville Group,"Admiralty Gulf, Cape Bougainville East, North, West",WA,126.0971,-13.9552,mineral deposit,V,"Bx, V2O5","Vanadium, (Bauxite, Vanadium pentoxide)",,Kimberley Basin,Cenozoic,Supergene,Laterite,Bauxite,Kalkarindji Igneous Province,Speewah Basin,North Australian Element
333793,Mangano,,QLD,140.4413,-21.0857,mineral deposit,Mn,MnOre,"Manganese, (Manganese ore)",,Mount Isa Orogen,Proterozoic,,,,,,Mitakoodi Domain
333805,Cattlin Creek,,WA,120.0345,-33.5633,mineral deposit,"Ta2O5, Ta, Li, Li2O",,"Tantalum pentoxide, Tantalum, Lithium, Lithium oxide",,Yilgarn Craton,,,,,,,Yilgarn Craton
429273,Trident Prospect,,QLD,143.6465,-18.1403,mineral deposit,"U, U3O8",,"Uranium, Uranium oxide",,,Proterozoic,,,,,Etheridge Province,North Australian Element
335828,Williams Fancy,,VIC,143.7003,-37.7774,historic mine,Au,,Gold,,Lachlan Orogen,Paleozoic,,,,,,Bendigo Zone
333702,Chiltern,Rutherglen,VIC,146.5755,-36.1492,historic mine,Au,,Gold,,"Lachlan Orogen, Lachlan Orogen, Tabberabbera Zone",Cenozoic,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,Lachlan Orogen
333339,Donnellys Comstock,,SA,138.0346,-31.3456,mineral deposit,Fe,,Iron,,Gawler Craton,,,,,,Arrowie Basin,Olympic Domain
334846,Dolomite,,QLD,140.4442,-20.7366,historic mine,"Au, Cu",,"Gold, Copper",,"Mount Isa Orogen, Quamby-Malbon Zone",Proterozoic,,,,,,Mitakoodi Domain
336273,Byrnes Tank,,NSW,142.8,-33.64,mineral deposit,"Zrn, Rt, Ilm, Leu",,"Zircon, Rutile, Ilmenite, Leucoxene",,Murray Basin,,Erosional,Placer,Heavy mineral sands,,Murray Basin,Stawell Zone
334224,Rosewood,part of New Oakleigh,QLD,152.622,-27.6082,mineral deposit,Cbl,,Coal - black,,Clarence-Moreton Basin,Mesozoic,,,,,Clarence-Moreton Basin,New England Orogen
333562,Bayswater No.3,Mt Arthur,NSW,150.84,-32.3758,historic mine,Cbl,,Coal - black,,Sydney Basin,,,,,,Sydney Basin,Eastern Province
335900,Finigans Tank,,NSW,142.6939,-33.7469,mineral deposit,"Zrn, Rt, Ilm, Leu",,"Zircon, Rutile, Ilmenite, Leucoxene",,Murray Basin,,Erosional,Placer,Heavy mineral sands,,Murray Basin,Stawell Zone
455559,Yanyarrie Station,,SA,138.5008,-32.3078,historic mine,Mn,,Manganese,,Delamerian Orogen,,,,,,,South Australian Element
333736,Butlers Lode,,NSW,151.6341,-29.3282,historic mine,"W, Sn",,"Tungsten, Tin",,New England Orogen,,,,,,,New England Orogen
335272,Telfer East,,WA,115.0432,-33.6557,mineral deposit,"Zrn, Mnz, Leu, Ilm, Rt",,"Zircon, Monazite, Leucoxene, Ilmenite, Rutile",,,,,,,,,Leeuwin Province
335745,Woolwonga,,NT,131.5505,-13.4045,historic mine,Au,,Gold,,"Pine Creek Orogen, Mount Todd Gold Metallogenic Province",Proterozoic,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,Pine Creek Orogen
523778,Klondyke Queen,,WA,119.8876,-21.3355,mineral deposit,Au,,Gold,,Pilbara Craton,,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,Warakurna Large Igneous Province,,Pilbara Craton
334503,Gretley,New Wallsend No2,NSW,151.6783,-32.9164,historic mine,Cbl,,Coal - black,,Sydney Basin,,,,,,Sydney Basin,Eastern Province
467249,Dam,,NT,132.023,-13.5682,mineral deposit,"U3O8, U",,"Uranium oxide, Uranium",,Pine Creek Orogen,Proterozoic,,,,,,Pine Creek Orogen
333623,Heron Well,,WA,121.3764,-29.0961,mineral deposit,Ni,,Nickel,,Yilgarn Craton,,,,,,,West Australian Element
455541,Boolcunda,,SA,138.414,-32.2723,historic mine,Mn,,Manganese,,Delamerian Orogen,,,,,,,South Australian Element
335418,Cutters Ridge,,WA,121.1811,-30.7675,mineral deposit,Au,,Gold,,"Yilgarn Craton, Eastern Goldfields Province",Archean,,,,,,West Australian Element
334347,Orebody 18,Shovelanna,WA,120.0483,-23.3284,operating mine,Fe,,Iron,,Hamersley Basin,Archean,,,,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
335656,Magword,Fishington,NSW,152.1688,-30.2215,historic mine,Sb,,Antimony,,New England Orogen,,,,,,,New England Orogen
333841,Dingo Hill - Katanning,Katanning Project,WA,117.9202,-33.5749,historic mine,Au,,Gold,,Yilgarn Craton,Archean,,,,,,West Australian Element
335398,Two Bobs,,QLD,140.5002,-21.1586,historic mine,"Cu, Ag, Au",,"Copper, Silver, Gold",,"Mount Isa Orogen, Cloncurry-Selwyn Zone",Proterozoic,,,,,,Doherty - Fig Tree Gully Domain
519578,Cheapside,,WA,121.071,-31.0551,historic mine,Au,,Gold,,Yilgarn Craton,,,,,,,West Australian Element
334166,Moura West,,QLD,149.94,-24.49,mineral deposit,Cbl,,Coal - black,,Bowen Basin,,,,,,Bowen Basin,Connors-Auburn Province
335706,Caloola,,NSW,149.4785,-33.5947,mineral deposit,Au,,Gold,,Lachlan Orogen,Paleozoic,,,,,,Eastern Province
549963,Gunnedah (EL5183),,NSW,150.0838,-30.9779,mineral deposit,Cbl,,Coal - black,,Gunnedah Basin,,,,,,,Eastern Province
335149,Una,,QLD,140.1652,-20.3466,historic mine,"Au, Cu",,"Gold, Copper",,"Mount Isa Orogen, Mary Kathleen Zone",Proterozoic,,,,,,Mary Kathleen Domain
335084,Millers Mill,Warners Glen,WA,115.2132,-34.1807,mineral deposit,Zrn,"Ilm, Leu","Zircon, (Ilmenite, Leucoxene)",,,,Erosional,Placer,Heavy mineral sands,,Vasse Shelf,Leeuwin Province
333443,Wolverton,,QLD,143.0025,-13.3101,historic mine,"SnO2, Sn",,"Tin oxide/cassiterite, Tin",,,,,,,,Savannah Province,North Australian Element
335284,North Nuggety Ajax,,VIC,144.1297,-37.3379,historic mine,Au,,Gold,,Lachlan Orogen,Paleozoic,,,,,,Bendigo Zone
455557,Mount Tara,,VIC,148.1889,-37.5533,mineral deposit,Mn,,Manganese,,Lachlan Orogen,,,,,,,Lachlan Orogen
335714,Mount Solitary,,NSW,145.9132,-32.8518,mineral deposit,"Au, Bi",,"Gold, Bismuth",,Lachlan Orogen,,,,,,Mount Hope Trough,Central NSW - Omeo Province
334793,Peak Downs East,,QLD,148.18,-22.1869,mineral deposit,Cbl,,Coal - black,,Bowen Basin,,,,,,Bowen Basin,Anakie Province
531509,Annas Brew,,WA,122.4103,-28.5889,mineral deposit,Au,,Gold,,Yilgarn Craton,Archean,,,,,Carey Paleovalley,West Australian Element
334719,Thalanga,"Orient, Vomacka, West 45",QLD,145.7699,-20.3419,historic mine,"Zn, Cu, Pb, Au, Cd, Bi","Ag, Sb","Zinc, Copper, Lead, (Silver, Gold, Cadmium, Bismuth, Antimony)",,"Charters Towers Province, Lolworth-Ravenswood Block, Thalanga Base Metal Metallogenic Province, Thalanga Province, Seventy Mile Range Subprovince",,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Bimodal felsic VMS,,,Charters Towers Province
336011,Coolgardie,Coolgardie North,WA,121.152,-30.8904,historic mine,Au,,Gold,,"Yilgarn Craton, Eastern Goldfields Province, Kalgoorlie Gold Metallogenic Province",Archean,,,,,,West Australian Element
334637,Nobles Nob,,NT,134.2901,-19.7115,historic mine,"Au, Cu","Ag, Bi","Gold, (Silver, Copper, Bismuth)",,"Tennant Creek Block, Warramunga Province, Warrego Metallogenic Province",Paleoproterozoic,Regional metasomatic,Metasomatic iron,Iron oxide gold,Kalkarindji Igneous Province,Warramunga Province,North Australian Element
335846,Coalstoun,,QLD,151.83,-25.6168,mineral deposit,Cu,,Copper,,New England Orogen,,,,,,,New England Orogen
334710,Dardanup (Doral),,WA,115.805,-33.3537,historic mine,"Ilm, Leu, Rt, Zrn",,"Ilmenite, Leucoxene, Rutile, Zircon",,,,,,,,Bunbury Trough,Pinjarra Orogen
526855,Benbow,,NSW,142.7343,-33.8295,mineral deposit,"Rt, Ilm, Zrn, Leu",,"Rutile, Ilmenite, Zircon, Leucoxene",,Murray Basin,,Erosional,Placer,Heavy mineral sands,,Murray Basin,Stawell Zone
333429,Dalmorton,,NSW,152.4441,-29.9119,mineral deposit,Au,,Gold,,New England Orogen,,,,,,,New England Orogen
336184,Bayswater No.2,,NSW,150.8914,-32.3505,historic mine,Cbl,,Coal - black,,Sydney Basin,,,,,,Sydney Basin,Eastern Province
517755,Parabarana,,SA,139.7082,-29.9832,mineral deposit,Cu,,Copper,,Curnamona Province,,,,,,,Curnamona Province
335514,Four Corners (Formerly Snake Hill),,WA,120.6,-29.3144,mineral deposit,"Ni, Mgs, Co",MgO,"Nickel, Magnesite, Cobalt, (Magnesia (magnesium oxide))",,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",Cenozoic,,,,,,West Australian Element
334262,Errolls,,WA,119.0395,-27.3228,historic mine,Au,,Gold,,"Yilgarn Craton, Southern Cross Province",Archean,,,,,Hope Paleovalley,West Australian Element
363939,Duchess of York,,WA,122.0517,-31.0609,mineral deposit,Au,,Gold,,Yilgarn Craton,,,,,,,West Australian Element
456016,Beaconsfield Asbestos,"Andersons Creek A, Andersons Creek B, Andersons Creek C, Terrazo Q",TAS,146.7697,-41.1992,historic mine,Asb,,Asbestos,,Delamerian Orogen,,,,,,Tasmania Basin,Delamerian Orogen
335976,Douglas (Bondi),Bondi,VIC,141.777,-37.106,historic mine,"Ilm, Zrn, Rt, Leu","Ti, HM","Ilmenite, Zircon, Rutile, Leucoxene, (Titanium, Heavy minerals)",,Murray Basin,,,,,,Murray Basin,Delamerian Orogen
