Ticker,Name,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees:Y,Sec Type,BICS L1 Sect Nm,BICS L2 IG Nm,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,BICS L6 Seg Nm,CIE_DES_BULK
G6M AU Equity,GROUP 6 METALS LTD,,12383000,37136000,5984,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,Group 6 Metals Limited provides exploration and mining services. The Companyexplores and develops tungsten and other critical mineral resources. Group 6Metals serves customers worldwide.
GUJ AU Equity,GUJARAT NRE RESOURCES NL,,,,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,"Gujarat NRE Resources NL is a mineral exploration and development company inTasmania which includes magnetite, gold, coal and base metals."
GMC AU Equity,GULF MANGANESE CORP LTD,,0,22263624,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Gulf Manganese Corporation Limited mines base metals. TheCompany develops manganese ore projects and alloys. Gulf Manganese servescustomers worldwide.
GUL AU Equity,GULLEWA LTD,15697596.38,3617311,19937128,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Gullewa Limited explores for and produces minerals and gold throughout theGullewa Region of Western Australia.  The Company also has investments inproperty and telecommunication businesses.
GWC AU Equity,GWALIA CONSOLIDATED LIMITED,,67430000.31,225063008,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Gwalia Consolidated Limited explores for and produces various minerals includinggold, tantalum, lithium and talc.  The Company's tantalum projects includeGreenbushes and Wodgina Mines.  Gwalia invests in global gold mining companiesincluding, Sons of Gwalia Ltd. and Consolidated Nevada Goldfields Corp."
GWR AU Equity,GWR GROUP LTD,32360665.5,0,41759360,,Common Stock,Materials,Materials,Metals & Mining,Iron,Iron Ore Mining, ,"GWR Group Ltd is an emerging iron ore producer and developer through its WilunaWest Iron Ore Project, located in the Midwest region of Western Australia.  TheCompany also retains an exposure to gold via the resources contained within thetenements at Wiluna West."
HDN CN Equity,HADDINGTON INTERNATIONAL RES,,,,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,Haddington International Resources Limited is a Venture Company.   The Companyis seeking to acquire a business.
0626447D AU Equity,HAIL CREEK COAL MINE,,,,,Private Comp,Materials,Materials,Metals & Mining,Coal Mining, , ,#N/A N/A
HMG AU Equity,HAMELIN GOLD LTD,15864285.68,0,23751072,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Hamelin Gold Limited provides exploration and mining services. The Companyexplores and develops gold projects. Hamelin Gold serves customers worldwide.
HMX AU Equity,HAMMER METALS LTD,28408278.4,0,36737560,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Hammer Metals Limited operates as an exploration and development company ofmineral resources. The Company extracts and develops copper and gold deposits.Hammer Metals serves customers in Australia.
HHM AU Equity,HAMPTON HILL MINING NL,,0,5811844,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Hampton Hill Mining NL is a gold and base metal exploration company withexploration activities in Western Australia.
HMP AU Equity,HAMPTON MINING PTY LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Hampton Mining Pty Ltd provides mining and transportation services. The Companyoffers project management, load, haul, drill, blast, transport, earthmoving andcivil services. Hampton Mining serves customers in Australia."
HDI AU Equity,HANDINI RESOURCES LTD,,0,27747354,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining, , ,"Handini Resources Limited is an investment holding and management company thatowns interests in coal mining properties in Indonesia and the British VirginIslands. The Company, through its subsidiaries, produces and trades coal."
1947876D AU Equity,HAOMA MINING NL,,298273,6744930,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Haoma Mining NL explores, evaluates and develops gold and other minerals.  TheCompany currently operates and invests in joint venture projects in WesternAustralia and Queensland.  The Company's projects include Nolan, Ravenswoodand Bamboo Creek."
1940941D AU Equity,HARANGA RESOURCES LTD,,0,2265364,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Haranga Resources Limited provides exploration and mining services. The Companyexplores and develops gold and uranium projects. Haranga Resources servescustomers worldwide.
HVRUF US Equity,HARGRAVES RESOURCES NL,,,,80,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Hargraves Resources NL is an exploration and evaluation company operating gold,copper, silver and base metal ore tenements in New South Wales.  The Companyalso mines, processes and sells gold and silver in dore and copper/goldconcentrate to associated companies.  Hargraves also has exploration interestsin the Browns Creek Mine Region for the areas gold/copper mineralizations."
2559005D AU Equity,HARMONY EVA COPPER SERVICES,,0,51376000,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Harmony Eva Copper Services Pty Ltd mines base metal product.
HMI LN Equity,HARVEST MINERALS LTD,1539697.804,2648815,9073596,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Harvest Minerals Limited operates as a potash and phosphate exploration anddevelopment company. The Company focuses on acquiring, exploring, anddeveloping mineral deposits. Harvest Minerals also develops fertilizer projectsin South America."
HAS AU Equity,HASTINGS TECHNOLOGY METALS L,62255938.5,0,480003296,8407,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Rare Earth,Hastings Technology Metals Ltd operates as a mining company. The Companyexplores technology metals for manufacturing of a wide variety of new consumerand industrial technologies. Hastings Technology Metals serves customers inAustralia.
HAV AU Equity,HAVILAH RESOURCES LTD,64406859.23,8799,53615764,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Havilah Resources Limited is a mineral exploration company operating inAustralia. The Company explores for gold and copper and other minerals throughits projects which include the Mattaweara Project, Pematty Project and ParndanaProject."
HWK AU Equity,HAWK RESOURCES LTD,5147659.531,0,5042840,4,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Hawk Resources Limited provides metal exploration and production services. TheCompany mines and explores copper, gold, silver, zinc, and other relatedmetals. Hawk Resources operates in Australia and the United States."
HIO AU Equity,HAWSONS IRON LTD,23705159.84,0,61151952,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Hawsons Iron Limited provides exploration and mining services. The Companyexplores and develops iron ore projects. Hawsons Iron serves customersworldwide.
HAW AU Equity,HAWTHORN RESOURCES LTD,19095889.94,673582,15533098,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Hawthorn Resources Limited  acquires, explores for, and produces minerals,primarily gold and base metals."
HVY AU Equity,HEAVY MINERALS LTD,21992292.4,38500,4402088,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,Heavy Minerals Limited provides exploration and mining services. The Companyexplores and develops mineral projects.
HRE AU Equity,HEAVY RARE EARTHS LTD,11233829.63,0,1020641,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Rare Earth,"Heavy Rare Earths Limited provides exploration and mining services. The Companyoffers a wide array of technology and future facing applications, includingsmart phones, wind energy, and hybrid and electric vehicles. Heavy Rare Earthsserves customers in Australia."
HSK AU Equity,HEEMSKIRK CONSOLIDATED LTD,,175000,45155000,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Heemskirk Consolidated Ltd is a global mining house with the primary objectivesof generating cash flow profits, sustained dividend flow, and capital growth bydirect participation in and investment within the resource industry. The Companyoffers exposure to a diverse range of resource ventures, projects, andcommodities in a variety of countries."
HLX AU Equity,HELIX RESOURCES LTD,6728387.367,0,21876748,,Common Stock,Materials,Materials,Metals & Mining,Iron,Iron Ore Mining, ,Helix Resources Limited is a gold exploration company with explorationactivities located in Australia.
9853210Z AU Equity,HELLYER MILL OPERATIONS PTY,,,,,Private Comp,Materials,Materials,Metals & Mining,Base Metals, , ,"Hellyer Gold Mines Pty Ltd provides base metals. The Company engages inproduction, exploration, mining, and distribution of gold."
0740418D AU Equity,HENTY GOLD MINE,,,,,Private Comp,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"The Henty gold mine is located 10km N of the town of Rosebery in glaciatedterrain in the upper Henty Valley on the west coast of Tasmania, Australia. Itis an underground mine accessing high grade gold mineralisation in the TyndallZone, the Darwin Mid and Darwin South Zones of the Mt. Read Volcanic Belt."
HER AU Equity,HERALD RESOURCES PTY LTD,,26000,138288672,44,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,Herald Resources Limited primarily explores for and produces Dairi zinc and leadin Australia.  The Company also has base metal exploration projects in Indonesiawhich includes the Dairi Project in North Sumatra.
HRR AU Equity,HERON RESOURCES LTD,,0,209200000,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Heron Resources Limited operates as a mining company. The Company explores andproduces base and precious metals. Heron Resources serves customers inAustralia.
HTM AU Equity,HIGH-TECH METALS LTD,16624535.48,0,3726042,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,High-Tech Metals Ltd provides exploration and mining services. The Companyexplores and develops mineral resources. High-Tech Metals serves customersworldwide.
HFR AU Equity,HIGHFIELD RESOURCES LTD,31289084.84,0,221073680,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,"Potash, Soda, Borate","Highfield Resources Limited provides mining services. The Company produces,explores, and develops potash projects. Highfield Resources serves customers inAustralia and Spain."
HLR AU Equity,HIGHLAKE RESOURCES NL,,,9405000,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Highlake Resources NL is a gold exploration company.  The Company has a licencedportfolio of approximately sixteen project areas in nine goldfields in the Vic-toria region, with emphasis on the Bendigo-Ballarat district."
1009134Q AU Equity,HIGHLANDS GOLD LIMITED,,,,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper, ,"Highlands Gold Limited explores for and produces gold and silver throughout Papua New Guinea.  Astrolabe Pty Limited, a subsidiary, operates laboratories thatprovide mineral testing and analytical services for the mining industry in PapuaNew Guinea.  The Company's main project is the Porgera Gold Mine in Papua NewGuinea."
1844393D AU Equity,HILL 50 LTD,,102654000,135762000,87,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Hill 50 Limited explores for and produces gold through its mining operations atMt Magnet goldfield, north east of Perth, WA.  Principal assets include the Hill50 underground gold mine, the Star underground gold mine, Maud Creek, NewCelebration and the Bartus open pit gold mine. Hill 50 Limited also holdsapproximately six prospecting licenses in the Republic of Vanuatu."
6053438Z AU Equity,HILLGROVE MINES PTY LTD,,,,,Private Comp,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Hillgrove Mines Pty Ltd provides base metal mining services. The Companyoperates in Australia.
HGO AU Equity,HILLGROVE RESOURCES LTD,91493224.8,112400000,107385000,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper, ,"Hillgrove Resources Limited is a mineral exploration company. The Companyexplores for and produces gold, copper, natural gas Silver, lead, and zinc."
HMR AU Equity,HINDMARSH RESOURCES LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Hindmarsh Resources Ltd. is a mineral exploration company focused on uraniumprospects.
HRN AU Equity,HORIZON GOLD LIMITED,102603736.1,0,44104000,1,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Horizon Gold Limited operates as a gold mining company. The Company exploresand develops gold mines in the Western Australia.
HRZ AU Equity,HORIZON MINERALS LTD,160048779.3,36854662,195011152,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Horizon Minerals Limited operates as a gold exploration and mining company.
0741781D AU Equity,HORSESHOE GOLD DEPOSIT,,,,,Private Comp,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"The Horseshoe gold deposit is located in the Peak Hill Goldfield, WA,Australia, approximately 150km N of the town of Meekatharra in the HorseshoeRange. Gold mineralisation occurs in an enriched gossanous zone in the upperNarracoota Volcanics, hosted within the Paleoproterozoic Glengarry Sub-Basin."
HOR AU Equity,HORSESHOE METALS LTD,23447310.86,0,8859957,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper, ,Horseshoe Metals Ltd. is a mineral exploration and production company. TheCompany explores for copper and gold in Western Australia.
HCH AU Equity,HOT CHILI LTD,154659498.5,0,250882304,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper, ,Hot Chili Limited operates as a mineral exploration company. The Companyexplores and develops copper and gold projects. Hot Chili serves clientsin Australia and Chile.
HRS AU Equity,HUDSON RESOURCES LTD,,211000,52918000,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining,Thermal Coal, ,"Hudson Resources Limited offers exploration, mining, and sale of minerals. TheCompany offers investment in coal, bauxite, gold exploration activities, aswell as development of attapulgite mining lease. Hudson Resources servesclients in Australia."
HUN AU Equity,HUNNU COAL PTY LTD,,0,60048432,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining, , ,Hunnu Coal Limited is an exploration company. The Company acquires and exploresproperties for coal deposits.
0626445D AU Equity,HUNTER VALLEY COAL MINE,,,,,Private Comp,Materials,Materials,Metals & Mining,Coal Mining,Thermal Coal, ,#N/A N/A
2111807D AU Equity,HUNTSMAN RESOURCES LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Huntsman Resources Limited operates as a gold mining company. The Companyoffers gold exploration, development, and ore mining services. HuntsmanResources serves customers in Australia and Africa."
IM1 AU Equity,I M QUARRIES LTD,,0,1400000,,CDI,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"I M Quarries Limited produces and supplies mined minerals. The Company offersindustrial garnet, sand, granite slabs, architectural granite, and otherproducts. I M Quarries serves customers in Australia."
IBR AU Equity,IBERIAN RESOURCES LIMITED,,,23908832,214,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,Iberian Resources Limited is an Australian resource company focused on theexploration and development of gold deposits in Portugal. The Company is alsoinvestigating a pipeline of gold and base metal projects elsewhere withinEurope.
ICL AU Equity,ICENI GOLD LTD,19568179.06,0,28315114,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Iceni Gold Limited provides exploration and mining services. The Companyexplores and develops gold projects. Iceni Gold serves customersworldwide.
0278516D AU Equity,IDEMITSU AUSTRALIA PTY LTD,,,,431,Private Comp,Materials,Materials,Metals & Mining,Mining Services, , ,"Idemitsu Australia Resources Pty Ltd (IAR) provides mining services. The Companyexplores, develops, mines, and distributes coal. IAR operates coal mines in NewSouth Wales and Queensland."
